"Хроники Фаины Раневской. Все обязательно сбудется, стоит только расхотеть!",Орлова Е.,"Фаина Георгиевна Раневская, известная своими хлесткими и циничными высказываниями, бесспорно, самая оригинальная актриса из когда-либо существовавших. Редакционным советом английской энциклопедии ""Кто есть кто"" в 1992 году она включена в десятку самых выдающихся актрис XX века.  Она водила дружбу с Анной Ахматовой, обожала Пушкина, но ни разу так и не вышла замуж и не родила детей... Зато в памяти народа навсегда останутся десятки ее ролей и ярких высказываний, которые до сих пор не потеряли своей актуальности.",3 200 тг,5,Рипол Классик,2013 г.,9785386069872,216,Твердый,200 мм x 130 мм,268 г.,http://www.bookcity.kz/content/images/thumbs/5120223_1453036.jpeg
Хулиганы-80,Бастер М.,"В уникальный сборник ""Хулиганы-80"" вошли более 1000 фотографий из личных архивов участников молодежных субкультурных движений 1980-х гг. Тогда советское общество всерьез столкнулось с феноменом открытого молодежного протеста против идеологического и культурного застоя, с одной стороны, и гонениями на ""несоветский образ жизни"" - с другой. Панки, рокеры, ньювейверы, другие ""маргиналы"" сами стали новой идеологией и культурной ориентацией. Весь ""фотомассив"" хронологически и стилистически выдержан и снабжен фотографиями и беседами с членами неформальных молодежных движений того времени, с активными участниками событий, которые в последствии стали легендарными.",23 200 тг,0,АНОК T.C.I.,2009 г.,9785904377014,512,Твердый,340 мм x 245 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5019114_1338961.jpeg
Цвет ликующий,Маврина О.В.                                                                         ,"Настоящая книга - первое издание дневников замечательного, самобытного художника Татьяны Алексеевны Мавриной, лауреата Государственной премии СССР, международной премии им. X.К.Андерсена и др. Живописец, график, иллюстратор книг, она обладала еще и незаурядным литературным даром, о чем свидетельствуют ее искусствоведческие этюды, включенные в эту книгу. Вместе с дневниковыми записями они дают читателю уникальную возможность проникнуть во внутренний мир художницы, составить представление о своеобразии ее творческой натуры.",2 600 тг,3,Молодая гвардия,2006 г.,9785235026766,368,Твердый,200 мм x 130 мм,448 г.,http://www.bookcity.kz/content/images/thumbs/5012006_1333844.jpeg
Целиковская,Вострышев М.И.,"Книга о Целиковской - это не книга о ее киноролях, а рассказ о женщине, сумевшей и в трудные, и в счастливые минуты сохранить в кристальной чистоте свою душу, дружившей с самыми знаменитыми людьми советской эпохи и всегда остававшейся неповторимой. Эта женщина была и остается легендой."" Перед ней преклонялись ее друзья: Борис Пастернак, Петр Капица, Владимир Высоцкий... Но она оставалась такой же, как в юности, - веселой, вечно заботящейся о других, равнодушно смотрящей на свою всенародную славу.",3 300 тг,0,Молодая гвардия,2010 г.,9785235033856,250,Твердый,206 мм x 137 мм,399 г.,http://www.bookcity.kz/content/images/thumbs/5038242_1362152.jpeg
Чарующее безумие. Клод Моне и водяные лилии,Кинг Р.,"К 1914 году шумные баталии, ознаменовавшие появление на свет мятежной группы художников-импрессионистов, давно стали историей, а молодые бунтари их спровоцировавшие – те из них, кто еще не покинул этот мир – превратились в седобородых патриархов французской живописи. Клод Моне, которому исполнилось 73 года, обосновался в Живерни, где обустроил свой персональный райский сад с рукотворными прудами и селекционными лилиями. Французские газеты информировали читателей, что прославленный мастер удалился на покой.И все же, газеты поторопились списывать Моне со счетов. Вопреки личным и мировым катаклизмам, вопреки нездоровью, неуверенности в своих силах и солидному возрасту художник приступил к воплощению самого масштабного художественного проекта за всю свою артистическую карьеру – грандиозного цикла пейзажей с водяными лилиями.",6 500 тг,3,Азбука-Аттикус,2018 г.,9785389115750,496,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126904_1459394.jpeg
Человек смотрящий,Казинс М.,"«Поднимите взгляд от книги и посмотрите вокруг. Соедините мир чтения с окружающим вас реальным миром. Дайте своим глазам поблуждать», – вслед за автором, которому, по собственному признанию, язык визуальных образов всегда давался легче, чем письменный, читателю этой книги блуждать придется немало. Новая книга всемирно известного режиссера, кинокритика, автора телевизионных фильмов, почетного профессора университета Глазго и уникального рассказчика Марка Казинса – одновременно фотоальбом и арт-галерея, роуд-муви и визуальная грамматика. Величайшие произведения искусства, туристские фото, городские пейзажи, стоп-кадры из фильмов, научные достижения, протест, пропаганда, фальшивые зеркала, визионерские переживания – изощренный фоторяд наглядно иллюстрирует, насколько значительна мера, в какой мы сами конструируем то, что видим.",11 300 тг,0,Азбука-Аттикус,2018 г.,9785389140615,480,Твердый,40 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126901_1459391.jpeg
Шедевры книжной иллюстрации. Избранное,Неизвестно,"В наборе открыток ""Шедевры книжной иллюстрации. Избранное"" вы найдете лучшие образы работ признанных мастеров детской книжной иллюстрации. В издание вошли иллюстрации Геннадия Спирина, Андрея и Ольги Дугиных, Бориса Дехтерева. Такие разные по манере рисования, они похожи в одном - высоком профессионализме и умении создать своей кистью настоящий сказочный мир, глубокий, завораживающий.",1 985 тг,5,Не указано,2011 г.,9785386030049,60,11 мм,242 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5098591_1436547.jpeg
Школа живописи и рисунка. Все материалы и техники,Неизвестно,"Свет и цвет - самые универсальные инструменты художника. У них есть способность волновать, управлять пространством, формировать атмосферу, рождать особые эмоции и создавать иллюзию реальности. Эта книга расскажет об особенностях восприятия и воспроизведения света и цвета, смешивании красок, работе с акварелью, маслом, акрилом, пастелью поможет выбрать нужные материалы и инструменты. С помощью этого пособия вы узнаете о роли цвета в живописи, приемах смешивания красок, рисовании белых предметов, сохранении цветового равновесия композиции, приемах лессировки, секретах работы с цветом и светом великих мастеров, оптических эффектах и искусстве иллюзии, распределении тонов, световых контрастах, воспроизведении рефлексов и многом другом.",2 800 тг,5,АСТ,2015 г.,9785170944217,80,Мягкий,8 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5081023_1419958.jpeg
"Школа литературного и сценарного мастерства: От замысла до результата: рассказы, романы, статьи, нон-фикшн, сце- нарии, новые медиа",Вольф Ю.,"Книга №1 по писательскому мастерству теперь в новом, дополненном издании! Масса вдохновляющих примеров, многие из которых актуальны для гораздо более широкой аудитории, чем кажется на первый взгляд. Financial Times Участие, остроумие, мудрость Юргена Вольфа, его огромный опыт, накопленный на протяжении долгой и успешной карьеры, не оставляют вас, пока шаг за шагом вы совершаете вместе с автором ваше путешествие в свой внутренний мир и восхождение к писательскому успеху. Роберт Кочран, один из авторов сценария и исполнительный продюсер сериала ""24 часа"" О книге Бывало ли у вас желание написать книгу, короткий рассказ или пьесу, но вы не знали, с чего начать? А может быть, вы не уверены, что сможете придумать захватывающий сюжет и ярких персонажей? Что бы ни останавливало вас в стремлении стать писателем, ""Школа литературного мастерства"" разрешит ваши сомнения. Классическое пособие Юргена Вольфа рассказывает не только об искусстве...",5 400 тг,4,Альпина нон-фикшн,2019 г.,9785916716948,432,Твердый,200 мм x 130 мм,550 г.,http://www.bookcity.kz/content/images/thumbs/5101925_1438456.jpeg
Школа рисования. Карикатура,Энтрам Д,"Перед вами самоучитель, организованный по принципу ""художественная школа в книге"". Это авторская методика замечательного рисовальщика и преподавателя Дэвида Энтрама, включающая набор полезных зарисовок с комментариями, посвященный дружеским шаржам и карикатуре.Как изобразить человека похожим, но в то же время забавным, смешным, но не обидно? Здесь важно и знание техник рисования человеческого лица и фигуры, и гротескных приемов карикатуры.Дэвид Энтрам предлагает арсенал полезных художественных приемов, которые помогут вам улучшить свое мастерство рисования и стать мастером-карикатуристом.",1 900 тг,5,Питер,2018 г.,9785001160328,32,Мягкий,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122799_1455537.jpeg
Школа рисования. Кошки,Берджин М,"Перед вами самоучитель, организованный по принципу ""художественная школа в книге"". Это авторская методика замечательного американского рисовальщика и преподавателя Марка Берджина. В нем собраны основные и самые важные техники рисунка, которые нужны для изображения кошек.Природная грация кошки, ее индивидуальный характер, движения и глаза, выражающие целую гамму разнообразных эмоций, блестящая пушистая шерсть - как передать все это в простом карандашном рисунке? Помимо ответов на эти вопросы и дельных советов по развитию художественного мастерства вы найдете здесь множество зарисовок с комментариями, целиком посвященных котам и котятам.",1 900 тг,4,Питер,2018 г.,9785001160465,32,Мягкий,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122798_1455536.jpeg
Школа рисования. Перспектива,Берджин М,"Перспектива - это способ рисовать вещи так, чтобы они казались объемными. Без этого художественного приема невозможно обойтись современному художнику. Книга замечательного рисовальщика и преподавателя Марка Берджина организована по принципу ""художественная школа в книге"".Эта авторская методика"" научит вас:строить перспективу с двумя и тремя точками сходарисовать в перспективе сложные по конструкции предметы, а также людей и животныхизображать зеркальные отражения предметовиспользовать свет и тень для создания нужных эффектовсоздавать в рисунке воздушную перспективу.",1 900 тг,5,Питер,2018 г.,9785001160472,32,Мягкий,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122797_1455535.jpeg
Щепкин,Ивашнев В.И.,"Эта книга повествует об одной из ярчайших фигур отечественной культуры — артисте Малого театра Михаиле Семеновиче Щепкине, родоначальнике русской реалистической школы драматического искусства. Его жизнь — страница российской истории: вышел из крепостных, освобождения добился, когда уже стал признанным мастером на провинциальной сцене. Было ему тогда 33 года, у него была семья, трое детей. Весной 1823 года он переезжает в Москву и зачисляется в труппу императорских театров.Его первые роли на сцене Малого театра сразу принесли ему славу великого комического актера. Лучшие русские драматурги посвящали ему свои пьесы. Он стал первым исполнителем в Москве роли Фамусова в `Горе от ума`. Городничего в `Ревизоре`, Барона в `Скупом рыцаре`. Кузовкина в `Нахлебнике` и др. Он был тесно связан с Пушкиным и Гоголем, Белинским и Герценом, Тургеневым и Аксаковым. Шевченко и Островским. Вся его жизнь — это вдохновенное служение театру, своему народу.Его имя неотделимо от золотого века русской культуры и от последующей истории России.",800 тг,0,Молодая гвардия,2002 г.,9785235024625,Твердый,15 мм,339 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5012650_1333842.jpeg
Эдгар Дега,Астахов А.,"В альбоме представлены 22 работы художника-импрессиониста Эдгара Дега, одного из основоположников этого течения в искусстве конца XIX - начала ХХ века.Творчество Эдгара Дега - отдельный мир в европейской живописи второй половины XIX века. Он участвовал во всех, исключая седьмую, выставках импрессионистов, хотя критически относился к творчеству большинства сотоварищей по этим выставкам. Требовательный прежде всего к себе, Дега всю жизнь искал в живописи новые тропинки для самовыражения. Художник стал достойным представителем французского искусства времен поиска, разочарований, находок.Дега родился в Париже в семье состоятельного и интересующегося культурой и искусством банкира. Получил прекрасное общее образование и в 1853 году поступил на юридический факультет Парижского университета. Однако к этому времени изобразительное искусство уже перевешивало все остальные виды возможной деятельности юноши. Молодой Дега начинает заниматься в мастерской художника Ламота, ученика Энгра, творчество которого было близко Дега. Одновременно он поступает в Школу изящных искусств и много самостоятельно работает над рисунком - копирует любимых мастеров в Лувре.С середины 1850­х годов он приступает к самостоятельной работе, пишет интересные портреты и даже обращается к созданию исторических сюжетов. В 1860­х годах началось его сближение с молодыми художниками, ищущими свои пути в живописи. Рождался импрессионизм.В отличие от большинства участников этого направления Дега мало интересовал пейзаж. Его стихия - линия, в центре творчества - находящийся в движении человек с его жестами и необычными позами. Он смело вводит в свои работы жокеев, модисток, прачек, балерин, обнаженное женское тело. Серию своих пастелей 1880­х и более поздних годов художник назвал: ""Сюита обнаженных женщин - купающихся, моющихся, обсыхающих, вытирающихся, причесывающихся или дающих себя причесывать"". Цветовое решение работ Дега находится в полной гармонии с рисунком.С середины 1870­х любимой техникой Дега становится пастель. К концу жизни у Дега стало слабеть зрение. Он занялся скульптурой малых форм. Его руки ваяли столь любимых ему балерин, женское нагое тело, лошадей. Он был верен избранному в творчестве пути всю жизнь.",5 400 тг,0,Белый город,2017 г.,9785779350235,48,Мягкий,320 мм x 220 мм,290 г.,http://www.bookcity.kz/content/images/thumbs/5115653_1448647.jpeg
Эдгар Дега. Биография. Картины. История создания,Тетевин В.Б.,"Эдгар Дега - знаменитый французский живописец, график и скульптор, выдающийся представитель импрессионизма, обладавший феноменальной зрительной памятью и удивительной наблюдательностью. Замечательные картины, рисунки Дега, высочайшее мастерство, достигнутое им в передаче движения, - все это обеспечивает его принадлежность к плеяде великих художников, оказавших наибольшее влияние на дальнейшее развитие живописи.",1 900 тг,2,Рипол Классик,2018 г.,9785386104467,40,Мягкий,290 мм x 220 мм,150 г.,http://www.bookcity.kz/content/images/thumbs/5122993_1455718.jpeg
Эдуар Мане. Портреты,Неизвестно,"В альбоме представлены 22 портрета работы Эдуара Мане, французского художника XIХ века, близкого по взглядам к импрессионистам.",5 400 тг,0,Белый город,2016 г.,9785779348508,48,Мягкий,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115516_1448514.jpeg
Эдуард Мане. Биография. Картины. История создания,Левкина Е.В.,"Эдуард Мане - французский живописец и график, один из ярчайших художников, положивших начало импрессионизму. Его творчество стало своеобразной переходной ступенью между культурой Высокого Возрождения и культурой новейшего времени. Мане был гениальным творцом, сумевшим в удивительном синтезе объединить самые высокие стремления живописцев прошлых веков. В живописном отношении этот синтез подготовил почву для импрессионизма что же касается содержания, то он стал завершением эпохи реализма и замечательным отображением общества той эпохи.",1 900 тг,3,Рипол Классик,2018 г.,9785386104474,40,Мягкий,290 мм x 220 мм,150 г.,http://www.bookcity.kz/content/images/thumbs/5123017_1455744.jpeg
Экспериментальная пастель. Более 60 идей в смешанных техниках,Эмерсон Д.,"О книгеИзвестный преподаватель рассказывает об инновационных и уникальных техниках работы пастелью (в том числе эстампе и прочих, которыми пользовался Дега!) доступным языком, понятным художнику любого уровня.Новаторские, интересные смешанные техники позволяют создавать шедевры, а подсказки автора помогут их освоить!Книга предназначена для читателей любого уровня: от новичков, впервые решивших попробовать себя в пастельной технике, до опытных художников в поиске вдохновения. Полученные навыки помогут самовыражаться увереннее и рисовать то, что может быть, а не только то, что есть.Испытайте неповторимое удовольствие от рисования пастелью.•   Изучите азы, расширьте творческий потенциал основами композиции и создавайте красивые, сбалансированные рисунки.•   20 простых упражнений в логичной последовательности способствуют творческому росту и укрепляют уверенность в себе.•   Более 40 инновационных техник для вдохновения и изучения новых приемов работы пастелью: использование монотипии в качестве фона, создание неповторимых текстур и многое другое.•   Вдумчивая самокритика: вопросы, подход и список критериев, полезных для развития художественных навыков.От автораЭта книга о том, как творить искусство, а не копировать реальность. Я уверена, что важен не сюжет - или материалы, - а восприятие и воплощение. Я часами экспериментирую в мастерской с материалами и инструментами ради удовольствия пробовать новое. Если бы всю жизнь мне пришлось рисовать только один сюжет, я бы всякий раз интерпретировала его иначе и делала каждое изображение прекрасным и неповторимым.Я расскажу об увлекательном и поэтичном языке искусства - элементах и правилах композиции, - который подтолкнет вас к переосмыслению своего творчества в контексте пастели и смешанной техники. Задумайтесь, что такое рисунок и каким он может быть. Предлагаю вернуться к простым, дешевым материалам и инструментам и делать много пробных работ, вместо того чтобы корпеть над одной. Учитесь не ставить себе завышенные требования, а отдыхать и получать удовольствие, занимаясь искусством.Чем можно себе навредить?•   Использовать дорогую бумагу и трястись над каждым листом.•   Брать самые дорогие материалы.•   Рисовать по идеально кадрированной фотографии.•   Домучивать работу, которую пора было отложить уже час назад.•   Спрашивать мнение близкого человека.Чем себе помочь?•   Использовать недорогие материалы, например бумагу для эскизов, чтобы иметь возможность ЭКСПЕРИМЕНТИРОВАТЬ.•   Применять материалы, которые копились годами.•   Рисовать по фотографиям, позволяющим играть с композицией.•   Делать много, чаще прерываться и заканчивать на ранней стадии.•   Самостоятельно анализировать и делать выводы.За последние десять лет мой подход к работе преобразился благодаря эстампу. Я пересмотрела свой творческий опыт, избавилась от негативных установок и завышенных ожиданий, и это полностью меня изменило. Сейчас я счастлива как никогда и с нетерпением жду, когда приду в мастерскую! Искренне надеюсь, что эта книга поможет вам почувствовать то же самое.Для кого эта книгаКнига для продолжающих художников, кто хочет экспериментировать и совершенствовать свои навыки в пастели и смешанных техникахЦитаты из книгиПолное погружениеЕсли вы хоть раз наблюдали, как рисуют дети, то заметили, как они увлечены процессом и не замечают ничего вокруг. Кажется, они рисуют всем телом, вкладывая свой энтузиазм карандаш фиксирует его, как сейсмограф. К такому «погружению в искусство» мы и стремимся.ИмпровизацияГлавное - мысленно расслабиться и реагиро- вать на спонтанные идеи, как в актерской импровизации. Добавляйте всё, что придет в голову. Восприятие рисунка как визуальной «музыкальной композиции» расширяет представление о сюжете и будит воображениеЛинияМузыкант варьирует звучание инструмента, а художник, чтобы донести до зрителя свой замысел, выбирает подходящую линию. Она может выразить силу, массу, внимание, наме- рение, настроение и скорость. Она замирает, нарастает, подпрыгивает, крутится или наносит удар.Исользуйте все краскиЦвет - самый субъективный элемент, и пастелисты его обожают! Но красивые цвета часто остаются невостребованными и лежат в коробке, поскольку на фото или натуре их нет. Понимание, что можно использовать любой цвет подходящего тона, дает невероятную свободу. Спасительная пастельЧто делать, если рисунок не производит нужного эффекта? Можно его выбросить и начать новый или взять пастель, чтобы спасти положение. Она способна объединить формы, повысить контраст тени и света, задать динамику энергичными штрихами. Что нельзя сделать пастелью? Можно всё!Не бойтесьСтремление к совершенству заводит в западню. И если работа не ставит перед вами новые задачи, вряд ли следующее произведение будет чем-то отличаться от предыдущего. Если вы настроены на творческий рост, не помешает прислушаться к этому мнению.",10 300 тг,1,"Манн, Иванов и Фербер",2018 г.,9785001173700,160,Твердый,290 мм x 220 мм,501 г.,http://www.bookcity.kz/content/images/thumbs/5118800_1451675.jpeg
Эстрада России. ХХ век. Энциклопедия,Уварова Е.Д.,"В книге около тысячи статей, охватывающих жанры, в разное время представленные на российской эстраде в XX веке. Основной раздел занимают персоналии - статьи об артистах, режиссерах, художниках, композиторах, поэтах, писателях и др. Определяющими критериями отбора стали: создание артистом, наделенным яркой индивидуальностью, новых направлений, жанров, оригинальных номеров активность и продолжительность участия в концертной жизни, резонанс в прессе, мемуарной литературе, выпуск пластинок, дисков и пр. Биографическо-справочный характер определил типовую структуру таких статей - хронологически последовательное жизнеописание с набором обязательных сведений и краткая характеристика творчества. На широком материале показаны многообразие и эволюция эстрадных жанров (театров, кабаре, варьете, мюзик-холлов), прослежено появление и широкое распространение ночных клубов, всеобщее увлечение мюзиклами, собрано, систематизировано творчество артистов, композиторов, поэтов и др., создававших и...",3 500 тг,0,Олма Медиа Групп,2004 г.,9785224044627,864,290 мм x 205 мм,43 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5026947_1351532.jpeg
Это Макс Фрай,Неизвестно,"В этой книге собраны некоторые фотографии, сделанные не то автором ""Энциклопедии мифов"", не то все-таки ее персонажем на улицах разных городов, настоящих и вымышленных, поскольку он вряд ли способен отличать одни от других.",6 000 тг,0,АСТ,2019 г.,9785171114633,Мягкий,17 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129100_1461562.jpeg
Этюды о моде и стиле,Васильев А.,"В 1980-х годах Александр Васильев эмигрировал во Францию, где собрал уникальную коллекцию костюма и аксессуаров XIX–XX веков, о которой он рассказывает в своей книге. Он вспоминает о родителях, делится размышлениями об истории и эволюции одежды. Автор выступает и как летописец русской эмиграции, рассказывая о знаменитых русских балеринах и актрисах, со многими из которых его связывали дружеские отношения.Читая книгу, вы погружаетесь то в неповторимую атмосферу Серебряного века, то мысленно переноситесь в сталинскую Москву, то чувствуете себя гостем русских кабаре в Париже… Книга демонстрирует отличное владение разнообразными знаниями о предмете своего обожания, особенно любовь к моде, которой автор не изменяет никогда. Самый лучший экскурс в мир моды и костюма, истории эмиграции, балета и театра. Отличный подарок для всех, поскольку исторические факты преподнесены автором легко и занимательно – книга, проиллюстрированная редчайшими фотографиями, читается на одном дыхании. Эта книга для всех поклонников творчества Александра Васильева, для историков, культурологов и всех любителей моды и стиля.",5 600 тг,4,Альпина Паблишер,2017 г.,9785916717587,592,Твердый,215 мм x 145 мм,633 г.,http://www.bookcity.kz/content/images/thumbs/5016683_1390878.jpeg
Юрий Пименов,Долгополов И.В.,"Игорь Долгополов - известный художник-плакатист, живописец, публицист. В течение длительного времени он являлся главным художником журнала ""Огонек"", где опубликовал серию статей, посвященных изобразительному искусству и творчеству выдающихся его мастеров. Книга о Юрии Ивановиче Пименове публикуется впервые. Автор с мастерством и пониманием подлинного знатока искусства описывает жизнь и работы Ю.Пименова - непревзойденного живописца, талантливого театрального художника, графика, певца Москвы, сумевшего запечатлеть в своих работах молодость столицы 1960-х годов, ее новостроек и обитателей.",2 500 тг,0,Терра - Книжный клуб,2009 г.,9785275021073,272,Твердый,165 мм x 120 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5015228_1335165.jpeg
Японская живопись тушью в стиле Суйбоку,Рюкю С.,"Автор этой книги, мастер Рюкю Саито, предлагает вам пройти курс пошаговых уроков, написанных предельно доступным языком и сопровождающихся понятными иллюстрациями, в том числе цветными. Пособие предназначено для начинающих, чтобы любой желающий мог легко и быстро освоить этот оригинальный стиль японского искусства. Для широкого круга читателей.",2 200 тг,1,Попурри,2009 г.,9789851502277,96,Мягкий,290 мм x 205 мм,199 г.,http://www.bookcity.kz/content/images/thumbs/5027695_1386750.jpeg
Яростная любовь. Элизабет Тейлор и Ричард Бартон,Кэшнер С.,"Каждая история любви достойна стать великим романом. Особенно, когда это история любви двух кинозвезд, особенно, когда эти звезды - Элизабет Тейлор и Ричард Бартон. В их отношениях было все: внезапно вспыхнувшая страсть, откровенные признания, беспредельное счастье, вспышки ревности и гнева, ссоры, примирения, свадьба, развод, снова свадьба и снова расставание… И хотя им не суждено было прожить вместе до конца дней, их любовь не умерла. ""С детства я верила, что судьба моя предопределена, и если это так - моя судьба - это Ричард Бартон"", - сказала однажды Элизабет Тейлор. Книга ""Яростная любовь"" - это подлинная история любви двух великих артистов, которая читается как захватывающий роман. Книга проиллюстрирована большим количеством знаменитых и редких фотографий звезд. ""Их проклинал Ватикан, за ними беспощадно охотилась пресса, Американский Конгресс собирался объявить их ""персонами non gratae"". Их роман назвали ""Величайшим романом всех времен"".",7 400 тг,2,Слово,2011 г.,9785387003745,480,Твердый,27 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5034431_1356338.jpeg
