Live Book Черный юмор для белых,Тишков,"Карикатуры и рисунки, вошедшие в эту книгу, создавались в 70-е и 80-е годы двадцатого века, многие были опубликованы в разных популярных газетах и журналах тех времен, некоторые публикуются впервые. В этой книге - первая полная подборка ранних работ Тишкова-карикатуриста. Каждым своим рисунком Тишков подтверждает, что весь окружающий нас мир - это только линии на бумаге.",5 000 тг,0,Гаятри,2008 г.,9785968901484,160,Твердый,290 мм x 220 мм,19 мм,637 г.,http://www.bookcity.kz/content/images/thumbs/5022645_1344672.jpeg
Русские - это взрыв мозга!,Задорнов М.,"Рамки эстрадного жанра слишком узки для такого таланта, как Михаил Задорнов. Жизнь настолько многомерна, что не вмещается в ёмко и предельно ясно выстроенные фразы, которые сатирик произносит со сцены так, чтобы зрителю было легко услышать, понять, рассмеяться и запомнить… Михаилу Николаевичу хотелось высказать многое, о чём думается порой совсем невесело, - в форме весёлых вещей, которые могут быть прочитаны и услышаны так же многопланово, как и наша жизнь. Поэтому он и взялся писать пьесы. В сборник вошли три пьесы: две из них, комедия в двух действиях ""­Последняя попытка, или Хочу вашего мужа"" и реалистическая фантасмагория ""Кофточка"", написаны более двадцати лет назад, а вот первая пьеса в сборнике - ""Однажды в Африке, или Любовь со взрывом мозга"" - совсем недавно, весной 2014 года. Как и все произведения автора, пьесы полны личных наблюдений, тонкого юмора, острой сатиры, а порой и светлой грусти… Любой человек становится режиссёром, взявшись читать пьесу. Не станем...",3 400 тг,0,Центрполиграф,2016 г.,9785227068804,256,Твердый,200 мм x 130 мм,16 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5103534_1439991.jpeg
Русские - это взрыв мозга!,Задорнов М.,"Рамки эстрадного жанра слишком узки для такого таланта, как Михаил Задорнов. Жизнь настолько многомерна, что не вмещается в ёмко и предельно ясно выстроенные фразы, которые сатирик произносит со сцены так, чтобы зрителю было легко услышать, понять, рассмеяться и запомнить…Михаилу Николаевичу хотелось высказать многое, о чём думается порой совсем невесело, - в форме весёлых вещей, которые могут быть прочитаны и услышаны так же многопланово, как и наша жизнь. Поэтому он и взялся писать пьесы. В сборник вошли три пьесы: две из них, комедия в двух действиях ""­Последняя попытка, или Хочу вашего мужа"" и реалистическая фантасмагория ""Кофточка"", написаны более двадцати лет назад, а вот первая пьеса в сборнике - ""Однажды в Африке, или Любовь со взрывом мозга"" - совсем недавно, весной 2014 года.Как и все произведения автора, пьесы полны личных наблюдений, тонкого юмора, острой сатиры, а порой и светлой грусти…Любой человек становится режиссёром, взявшись читать пьесу. Не станем более вмешиваться в это таинство, - какими они станут в вашем воображении, зависит теперь только от вас…",3 500 тг,0,Центрполиграф,2018 г.,9785227080554,255,Твердый,210 мм x 140 мм,18 мм,320 г.,http://www.bookcity.kz/content/images/thumbs/5116015_1448970.jpeg
Русские богатыри: лучшие былины русского народа,Сост. Кузьмин В.В.,"Исторические памятники - предания, сказания, летописи - это те остатки, по которым мы знакомимся с былою судьбой, они нам рисуют русский народ в его раннем возрасте, они нам дают понятия о том, каков он был прежде.В богатырях мы видим, что наш народ любил и что он ненавидел, мы видим его самого с его хорошими и дурными качествами.…Читая былины, мы не должны представлять себе богатырей настоящими, жившими когда-то людьми, а должны видеть в них олицетворение целой эпохи народной жизни, черты народного творчества, уцелевшие и дошедшие до нас в том виде, как создал их народ.Составитель: Кузьмин В.В.",6 800 тг,0,Олма Медиа Групп,2017 г.,9785090454070,304,Твердый,25 мм,1030 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127639_1460132.jpeg
Сами мы местные. Жена Коклюшкина пишет рассказы,Злотник Э.,"""Жена Коклюшкина пишет рассказы"" - третья книга Эльги Злотник. Ее рассказы отличают наблюдательность, тонкая ирония. В них нет фальши и цинизма, а есть уютная атмосфера доброжелательности.  Отличительная черта автора - увидеть в простом явлении важное, и ненавязчиво с улыбкой рассказать об этом читателю.",1 900 тг,0,АСТ,2010 г.,9785170686049,256,Твердый,207 мм x 134 мм,15 мм,288 г.,http://www.bookcity.kz/content/images/thumbs/5033807_1355873.jpeg
Самые остроумные афоризмы и цитаты. Великие женщины истории,Мишаненкова Екатерина Александ,"Эта книга - сокровищница, тайная шкатулка женской мудрости, остроумия, язвительности и великодушия. Здесь собраны цитаты и афоризмы самых известных женщин Истории. Это книга, с помощью которой можно прочувствовать целые эпохи, избавиться от несчастной любви, посмеяться и даже погадать! Откройте книгу на любой странице, выберете строку и узнайте, что ждет вас дальше.",600 тг,0,АСТ,2012 г.,9785271457272,160,Твердый,200 мм x 130 мм,15 мм,215 г.,http://www.bookcity.kz/content/images/thumbs/5088433_1426973.jpeg
Самые остроумные афоризмы и цитаты. Козьма Прутков,Прутков К.,"Козьма Прутков - это коллективный псевдоним весьма остроумных юношей - братьев Жемчужниковых и графа Алексея К., которые отвешивали звонкие пощечины и оплеухи общественному вкусу 19 века, высказывая совершенно немыслимые для той эпохи афоризмы, сочиняя издевательские пародии и эпиграммы. В этой книге собрано лучшее, что было создано знаменитым Козьмой.",1 600 тг,3,АСТ,2013 г.,9785170774593,160,Твердый,200 мм x 130 мм,15 мм,235 г.,http://www.bookcity.kz/content/images/thumbs/5088307_1426849.jpeg
Сказки и легенды народов России,Неизвестно,"В данном издании собраны лучшие сказки и легенды многочисленных народов России, дополненные справочной информацией о каждом народе - его месте проживания, численности, истории, вероисповедании, особенностях быта, фольклоре, известных людях. Замечательные образцы народного творчества карелов, ненцев, чукчей, эскимосов, якутов, бурят, татар, башкир, чувашей, чеченцев, адыгов и многих других раскрывают перед читателями сокровищницу несметного сказочного богатства, которой обладают народы нашей страны. Тексты сказок и легенд даны в литературной обработке петербургского писателя и историка Евгения Лукина. Книга служит идее толерантного общения, представляя Россию как единую, многообразную страну, где живут десятки талантливых народов и народностей.",8 400 тг,5,Олма Медиа Групп,2019 г.,9785001114826,Твердый,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133671_1465647.jpeg
Славян. Мифы и предания,Артемов В.В.,"Книга Владислава Артемова - современного поэта, прозаика и публициста - позволяет окунуться в чарующий мир славянских мифов и преданий о возникновении вселенной и создании человека, в атмосферу героического эпоса и сказочной, былинной географии древних славян, ""побывать"" на Буян-острове и в граде Китеже, на Калинове мосте и реке Смородине. Читателям предстанут славянские боги и божки - от громовержца Перуна до дарителя тепла и плодородия Даждьбога - и удивительные персонажи демонического мира: Банник и Упырь, Леший, Нежить и Русалки, Морок и прочие. Мифы и предания, представленные Владиславом Артемовым в этом красочном издании, богато иллюстрированы произведениями живописи великих художников мира.",7 600 тг,1,Рипол,2017 г.,9785090454155,304,Твердый,25 мм,1025 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127616_1460109.jpeg
"Сокровища мировой мудрости: теории, практики, советы",Неизвестно,"Перед вами книга-афоризм, книга-конспект, книга-анонс, книга-концентрат, книга-twitter, книга-реферат, книга-компас, книга-справочник, настольная книга-манифест о новейших и самых древних и надежных принципах жизни, почерпнутых из сокровищницы мировой мудрости. Это книга о практической философии, о глубинных, фундаментальных, но очень простых и действенных принципах, которые лежат в самой основе нашего процветания, устойчивого развития, истинного успеха, гармонии и счастья. Материалы, содержащиеся в книге - жемчужины мудрости, проверенные временем. Они воодушевляют, вдохновляют, мотивируют, толкают на переосмысление многих устоявшихся взглядов, напоминают о великих, но забытых истинах, активизируют внутреннее и внешнее преображение и позитивные изменения в жизни, творчестве, карьере и бизнесе. Материалы, содержащиеся в книге - жемчужины мудрости, проверенные временем. Они воодушевляют, вдохновляют, мотивируют, толкают на переосмысление многих устоявшихся взглядов,...",7 600 тг,0,Эксмо,2013 г.,9785699594252,768,200 мм x 130 мм,73 мм,915 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5094960_1432969.jpeg
Сокровища Нибелунгов,"Балобанова Е., Петерсон О.","""Песнь о Нибелунгах"" относится к тем литературным произведениям, которые словно растворены в европейской культуре. Воинская доблесть, истинная любовь, вероломное предательство, неумолимость рока и неизбежность возмездия - мотивы, легшие в основу этой величественной драмы, по сей день вдохновляют литераторов, художников и композиторов. Эпическая поэма, созданная в начале XIII века неизвестным австрийским автором, вобрала в себя многочисленные переплетающиеся сюжеты и образы, которые в течение нескольких столетий кочевали по литературному пространству средневековой Европы. В эту книгу вошли также пересказы произведений, непосредственно примыкающих к ""Песни о Нибелунгах"", - поэмы ""Песнь о Гудруне"", которую Вильгельм Гримм называл немецкой ""Одиссеей"", и сказаний о Дитрихе Бернском. Завершает сборник прозаическое переложение единственного сохранившегося крупного памятника англосаксонского эпоса - поэмы ""Беовульф"". Иллюстрации и уникальные элементы оформления в этой книге выполнены...",6 500 тг,0,Азбука-Аттикус,2015 г.,978538909259401,336,Твердый,260 мм x 170 мм,30 мм,935 г.,http://www.bookcity.kz/content/images/thumbs/5079501_1418327.jpeg
Судьба играет человеком,Инин А.,"""Я написал 32 книги юмора и 47 кинокомедий. Среди них ""Однажды двадцать лет спустя"", ""Одиноким предоставляется общежитие"", ""Отцы и деды"", ""Тонкая штучка"", ""На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди""… Кое-что из написанного вошло в эту книгу. А кое-что, я надеюсь, войдет в книгу следующую.""",6 400 тг,4,Эксмо,2018 г.,9785040934911,864,Твердый,40 мм,945 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118731_1451605.jpeg
"Так говорил Медведев: о себе, о чиновниках, о будущем",Неизвестно,"Без неплохого чувства юмора, третий президент России едва ли смог бы пережить свое неожиданное головокружительное возвышение - и сохранить человеческий облик. Бывает, зазвучит почти как Путин, но тут же смягчает это впечатление. В этом сборнике - 77 самых характерных и сочных высказываний Дмитрия Медведева, с любовью проиллюстрированные художником Георгием Мурышкиным. Для широкого круга читателей.",1 500 тг,2,Эксмо,2011 г.,9785699488230,184,Твердый,20 мм,300 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5048348_1370390.jpeg
Троянская война и другие сказания эллинов. Мифы народов мира,Кун Н.А.,"Имена героев этой книги, многие ее эпизоды настолько вошли в ткань мировой культуры, что многие люди, говоря о золотом руне, яблоке раздора, ахиллесовой пяте, троянском коне или пении сирен, даже не отдают себе отчета в том, что все это - образы сказаний древней Эллады.   В издании, являющемся продолжением книги Н.А.Куна ""Мифы Древней Греции"", на основе памятников древнегреческой литературы популярно изложены самые важные эпические сказания, объединенные в циклы. Первый цикл - ""Аргонавты"" - посвящен истории похищения героем Ясоном золотого руна. Второй, и самый обширный, ""Троянский цикл"" повествует о похищении Прекрасной Елены и случившейся из-за этого Троянской войне. В третьем цикле - ""Одиссея"" - изложены приключения героя во время путешествия из-под Трои на родную Итаку. В четвертом - ""Агамемнон и сын его Орест"" - рассказано о коварном убийстве вождя похода под Трою Агамемнона, горе его сына Ореста и его мести за отца. Последний - ""Фиванский цикл"" - поведает о трагедии Эдипа и его дочерей.   Издание проиллюстрировано произведениями изобразительного искусства от античных времен до наших дней.",6 800 тг,0,Рипол,2015 г.,9785373076234,304,Твердый,290 мм x 205 мм,25 мм,1015 г.,http://www.bookcity.kz/content/images/thumbs/5127715_1460203.jpeg
Тысяча и одна ночь,Неизвестно,"Среди памятников мировой литературы очень мало таких, которые могли бы сравниться по популярности со сказками ""Тысячи и одной ночи"", завоевавшими любовь читателей не только на Востоке, но и на Западе. Трогательные повести о романтических влюбленных, увлекательные рассказы о героических путешествиях, забавные повествования о хитростях коварных жен и мести обманутых мужей, сказки о джиннах, коврах-самолетах, волшебных светильниках, сказки, зачастую лишенные налета скромности, служили для развлечения не одного поколения взрослых.",1 400 тг,4,Азбука-Аттикус,2014 г.,978538905517908,544,Твердый,200 мм x 130 мм,23 мм,383 г.,http://www.bookcity.kz/content/images/thumbs/5024600_1391973.jpeg
Тысяча и одна ночь. Волшебные сказки о любви.,Неизвестно,"Перед вами волшебные сказки о любви из знаменитого восточного собрания ""Тысяча и одна ночь"". Европейцам эти шедевры арабской и персидской литературы известныс конца XVIII века, но в окончательном виде они сложились к XV веку как своеобразный фольклорный эпос времен блистательного расцвета средневековой мусульманскойцивилизации. Тема любви занимает особое место в этом эпосе. Изысканные и причудливые приключения влюбленных, преодолевающих на своем пути все преградыи козни злодеев, увлекают читателей мечтой о волшебной, восхитительной любви, маня надеждой превратить жизнь в чудесную сказку. В нашем издании тексты даны на основефранцузских переводов Ж.-Ш. Мардруса.Книга проиллюстрирована произведениями мировой живописи, персидскими и индийскими миниатюрами, а также гравюрами из немецких и французских изданий XIX века.",7 400 тг,1,Олма Медиа Групп,2018 г.,9785001112600,Твердый,260 мм x 210 мм,20 мм,920 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115864_1448842.jpeg
Ходжа Насреддин: анекдоты и сатирические миниатюры в стихах,Кая М.,Неизвестно,2 500 тг,0,Фолиант,2019 г.,9786013382319,Твердый,10 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132087_1464441.jpeg
Цитаты из русской литературы. Справочник: 5500 цитат от «Слова о полку...» до Пелевина,Душенко К.В.,"Книга представляет собой обширный свод русских литературных цитат с точными ссылками на источник, сведениями о цитатах-предшественницах, цитатных перекличках, перефразировках и т. д. В III издании представлено около 5500 цитат почти пятисот авторов. Помимо широко известных цитат включались высказывания, часто цитируемые в специальной литературе, а также цитаты, которые прежде были крылатыми и нередко встречаются в письменных текстах определенной эпохи. Справочник снабжен удобным поисковым аппаратом.",8 100 тг,0,Азбука-Аттикус,2018 г.,9785389144576,Твердый,35 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126909_1459399.jpeg
Чехов. Золотые афоризмы классической литературы,Чехов А.П.,"Антон Павлович Чехов - писатель, имя которого знакомо нам с детства. Он известен как в нашей стране, так и за рубежом. Чехов - один из самых экранизируемых авторов мира. Пьесы Антона Павловича не сходят со сцен театров уже более ста лет, его произведения переиздаются огромными тиражами, многие из них включены в школьные программы.",1 300 тг,5,Планета Книг,2015 г.,9785000420096,128,Твердый,140 мм x 107 мм,9 мм,95 г.,http://www.bookcity.kz/content/images/thumbs/5068473_1408177.jpeg
Чжуан-цзы. Изречения,Чжуан-цзы,В сборнике представлены избранные высказывания и афоризмы великого китайского мыслителя.,2 100 тг,2,Рипол Классик,2010 г.,9785386019051,64,Твердый,8 мм,128 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5005255_1325838.jpeg
Энциклопедия ума,Неизвестно,"В ""Энциклопедию ума"" вошли многие сотни афоризмов (высказываний, цитат, изречений), принадлежащих выдающимся мыслителям, философам, богословам, писателям, музыкантам, общественным деятелям разных времен и народов. В этих афоризмах ярко выражены представления человечества о своих главных культурных и нравственных ценностях. Книга будет полезна не только студентам, преподавателям, политикам и поклонникам афористического жанра - это увлекательное и поучительное чтение для всех.",8 000 тг,4,Олма Медиа Групп,2018 г.,9785001112396,Твердый,270 мм x 210 мм,16 мм,915 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120301_1453101.jpeg
Южное лето (Читать на Севере),Жванецкий М.М.,нет,3 500 тг,0,Эксмо,2014 г.,9785699700820,272,Твердый,200 мм x 145 мм,26 мм,367 г.,http://www.bookcity.kz/content/images/thumbs/5056313_1388070.jpeg
Я вчера видел раков,Жванецкий М.М.,"В сборник вошли произведения, написанные в восьмидесятых годах.",3 500 тг,0,Эксмо,2015 г.,9785699743261,368,Твердый,200 мм x 145 мм,25 мм,430 г.,http://www.bookcity.kz/content/images/thumbs/5069680_1409320.jpeg
Японские народные сказки. Журавлиные перья,Неизвестно,"Немного наивные и глубоко лиричные японские сказки мудры, как жизнь, и просты, как хокку. В них, словно в зеркале, отражены эстетические и духовные идеалы людей, стремящихся жить в гармонии с окружающим миром. Японцы тонко чувствуют его красоту, поэтому их сказки столь поэтичны. Поэтичность и изысканная утонченность характерны не только для фольклора, но и для изобразительного искусства Японии.",14 000 тг,0,ИД Мещерякова,2011 г.,9785910452248,216,Твердый,290 мм x 205 мм,23 мм,1005 г.,http://www.bookcity.kz/content/images/thumbs/5014324_1334990.jpeg
